Set,Set,Set,Set,Set,Set,Set,Set,Set,Set,Set,Run #1,Run #1,Run #1,Run #1,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #4,Run #4,Run #4,Run #4,Run #5,Run #5,Run #5,Run #5,Run #6,Run #6,Run #6,Run #6,Run #7,Run #7,Run #7,Run #7,Run #8,Run #8,Run #8,Run #8,Run #9,Run #9,Run #9,Run #9,Run #10,Run #10,Run #10,Run #10,Run #11,Run #11,Run #11,Run #11
τ (s),γ,Time of n oscillations (s),User Data 3 (units),Mass (Kg),error on mass (Kg),Diameter (cm),error on diameter (cm),volume (m^3),error on volume (m^3),Number of Oscillations,Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²)
0.6,1.2,4.23,,0.00604,1.00E-06,1.636,0.002,0.0096119,8.00E-06,7,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,
,,,,,,,,,,,5.61,0.49,1.62,-10.27,5.61,0.54,0.87,8.71,5.61,0.55,0.65,4.13,5.61,0.43,0.64,0.25,5.61,0.55,0.19,-27.55,5.61,0.52,0.13,-3.6,5.61,0.43,0.17,1.99,5.61,0.48,-0.03,7,5.61,0.52,0.36,-6.36,5.61,0.48,-0.36,2.53,5.61,0.54,-0.45,-5.95
,,,,,,,,,,,5.62,0.5,1.45,-13.8,5.62,0.55,1.06,10.73,5.62,0.55,0.7,2.84,5.62,0.44,0.61,1.44,5.62,0.55,0.07,-6.33,5.62,0.52,0.1,-5.33,5.62,0.44,0.15,-1.36,5.62,0.48,0.05,6.2,5.62,0.52,0.4,4.51,5.62,0.48,-0.33,3.08,5.62,0.53,-0.6,-1.8
,,,,,,,,,,,5.63,0.52,1.34,-8.64,5.63,0.56,1.08,-10.71,5.63,0.56,0.7,-2.36,5.63,0.44,0.67,3.9,5.63,0.55,0.06,3.61,5.63,0.52,0.02,-6.66,5.63,0.44,0.15,7.2,5.63,0.48,0.1,4.67,5.63,0.52,0.45,-6.61,5.63,0.47,-0.3,2.65,5.63,0.53,-0.48,13.34
,,,,,,,,,,,5.64,0.53,1.27,-11.14,5.64,0.57,0.84,-17.32,5.64,0.57,0.65,-2.65,5.64,0.45,0.69,2.79,5.64,0.55,0.14,-5.63,5.64,0.52,-0.04,-12.79,5.64,0.44,0.3,5.12,5.64,0.48,0.15,5.34,5.64,0.53,0.27,-9.09,5.64,0.47,-0.28,2.04,5.64,0.52,-0.34,1.04
,,,,,,,,,,,5.65,0.54,1.12,-7.06,5.65,0.58,0.73,7.44,5.65,0.57,0.65,10.15,5.65,0.46,0.72,8.55,5.65,0.56,-0.05,-16.23,5.65,0.52,-0.24,-5.51,5.65,0.44,0.25,-2.53,5.65,0.49,0.2,3.86,5.65,0.53,0.27,-4.62,5.65,0.47,-0.25,2.96,5.65,0.52,-0.46,-4.3
,,,,,,,,,,,5.66,0.55,1.13,-9.07,5.66,0.58,0.99,15.92,5.66,0.58,0.85,10.83,5.66,0.46,0.86,6.53,5.66,0.55,-0.18,-2.81,5.66,0.52,-0.15,8.83,5.66,0.45,0.25,0.69,5.66,0.49,0.22,3.06,5.66,0.53,0.18,-9.26,5.66,0.47,-0.22,3.33,5.66,0.51,-0.42,2.48
,,,,,,,,,,,5.67,0.57,0.94,-26.03,5.67,0.6,1.05,-7.48,5.67,0.59,0.87,-7.57,5.67,0.47,0.85,-5.32,5.67,0.55,-0.11,-16.1,5.67,0.52,-0.06,-5.44,5.67,0.45,0.26,2.2,5.67,0.49,0.26,9.5,5.67,0.53,0.09,-3.96,5.67,0.46,-0.19,4.36,5.67,0.51,-0.41,0.25
,,,,,,,,,,,5.68,0.57,0.61,-9.33,5.68,0.6,0.84,-13.15,5.68,0.6,0.7,-9.51,5.68,0.48,0.75,-4.32,5.68,0.55,-0.51,-24.02,5.68,0.52,-0.25,-10.94,5.68,0.45,0.29,1.89,5.68,0.49,0.41,10.49,5.68,0.54,0.1,-6.12,5.68,0.46,-0.13,3.99,5.68,0.51,-0.42,-2.16
,,,,,,,,,,,5.69,0.58,0.75,-0.3,5.69,0.61,0.79,-5.05,5.69,0.6,0.68,-2.99,5.69,0.49,0.77,-0.18,5.69,0.54,-0.59,-2.84,5.69,0.51,-0.28,-2.95,5.69,0.45,0.3,0.49,5.69,0.5,0.47,-1.05,5.69,0.54,-0.03,-9.27,5.69,0.46,-0.11,2.84,5.69,0.5,-0.46,0.42
,,,,,,,,,,,5.7,0.59,0.6,-22.08,5.7,0.62,0.74,-5.48,5.7,0.61,0.64,-2.91,5.7,0.5,0.75,-2.07,5.7,0.54,-0.56,-4.37,5.7,0.51,-0.31,-3.45,5.7,0.46,0.3,-0.06,5.7,0.5,0.39,-3.88,5.7,0.53,-0.09,-4.3,5.7,0.46,-0.08,4.3,5.7,0.5,-0.41,7.27
,,,,,,,,,,,5.71,0.59,0.31,-21.38,5.71,0.63,0.68,-5.83,5.71,0.62,0.62,-3.03,5.71,0.5,0.72,-2.5,5.71,0.53,-0.67,-4.24,5.71,0.51,-0.35,-3.45,5.71,0.46,0.3,0.43,5.71,0.51,0.4,3,5.71,0.53,-0.12,-4.11,5.71,0.46,-0.02,4.36,5.71,0.49,-0.31,8.19
,,,,,,,,,,,5.72,0.59,0.18,-15.82,5.72,0.63,0.62,-6.61,5.72,0.62,0.58,-5.57,5.72,0.51,0.7,-2.86,5.72,0.53,-0.65,-0.82,5.72,0.5,-0.38,-2.83,5.72,0.46,0.31,0.49,5.72,0.51,0.45,3.38,5.72,0.53,-0.17,-5.33,5.72,0.46,0.01,3.81,5.72,0.49,-0.25,4.86
,,,,,,,,,,,5.73,0.59,-0.01,-16.49,5.73,0.64,0.55,-8.13,5.73,0.63,0.51,-5.8,5.73,0.52,0.67,-3.92,5.73,0.52,-0.69,-7.84,5.73,0.5,-0.4,-7.82,5.73,0.47,0.31,-8.27E-13,5.73,0.52,0.46,0.23,5.73,0.53,-0.23,-7.46,5.73,0.46,0.05,4.47,5.73,0.49,-0.21,3.75
,,,,,,,,,,,5.74,0.59,-0.15,-15.65,5.74,0.64,0.46,-8.06,5.74,0.63,0.46,-4.04,5.74,0.52,0.62,-3.15,5.74,0.51,-0.8,-7.87,5.74,0.5,-0.54,-8.82,5.74,0.47,0.31,0.06,5.74,0.52,0.46,1.98,5.74,0.53,-0.32,-6.67,5.74,0.46,0.1,3.12,5.74,0.49,-0.17,4.61
,,,,,,,,,,,5.75,0.59,-0.32,-14.96,5.75,0.65,0.39,-8.49,5.75,0.64,0.43,-5.33,5.75,0.53,0.6,-5.68,5.75,0.5,-0.85,-3.72,5.75,0.49,-0.58,2.89,5.75,0.47,0.31,-0.19,5.75,0.52,0.5,-0.08,5.75,0.52,-0.36,-5.3,5.75,0.46,0.12,1.97,5.75,0.48,-0.12,5.72
,,,,,,,,,,,5.76,0.59,-0.45,-11.3,5.76,0.65,0.29,-9.17,5.76,0.64,0.36,-6.94,5.76,0.54,0.51,-2.03,5.76,0.49,-0.88,-5.01,5.76,0.49,-0.48,4.5,5.76,0.48,0.31,-2.03,5.76,0.53,0.46,1.38,5.76,0.52,-0.43,-4.58,5.76,0.46,0.14,3.49,5.76,0.48,-0.06,4.85
,,,,,,,,,,,5.77,0.58,-0.55,-23.17,5.77,0.65,0.2,-8.07,5.77,0.64,0.29,-6.35,5.77,0.54,0.56,2.34,5.77,0.49,-0.95,-7.21,5.77,0.48,-0.49,-0.55,5.77,0.48,0.27,-3.24,5.77,0.53,0.53,-5.86,5.77,0.52,-0.45,-2.53,5.77,0.46,0.19,3.12,5.77,0.48,-0.02,3.69
,,,,,,,,,,,5.78,0.58,-0.92,-24.14,5.78,0.66,0.13,-8.35,5.78,0.65,0.23,-6.71,5.78,0.55,0.56,-9.99,5.78,0.48,-1.02,-2.13,5.78,0.48,-0.49,0.37,5.78,0.48,0.24,-1.47,5.78,0.54,0.34,-7.32,5.78,0.51,-0.48,-3.15,5.78,0.47,0.2,2.15,5.78,0.48,0.02,5.22
,,,,,,,,,,,5.79,0.56,-1.03,-3.57,5.79,0.66,0.04,-9.97,5.79,0.65,0.15,-7.89,5.79,0.55,0.36,-23.87,5.79,0.46,-0.99,4.99,5.79,0.47,-0.48,0.92,5.79,0.48,0.24,0.18,5.79,0.54,0.38,21.18,5.79,0.51,-0.52,-2.23,5.79,0.47,0.23,2.26,5.79,0.48,0.08,4.85
,,,,,,,,,,,5.8,0.55,-0.99,-2.07,5.8,0.66,-0.07,-9.71,5.8,0.65,0.07,-7.04,5.8,0.56,0.08,-8.23,5.8,0.46,-0.92,3.16,5.8,0.47,-0.47,0.38,5.8,0.49,0.24,-0.74,5.8,0.55,0.76,1.89,5.8,0.5,-0.52,-1.73,5.8,0.47,0.25,1.23,5.8,0.49,0.11,3.81
,,,,,,,,,,,5.81,0.54,-1.07,-8.79,5.81,0.66,-0.16,-8.18,5.81,0.65,0.01,-5.94,5.81,0.55,0.2,6.87,5.81,0.45,-0.93,2.64,5.81,0.46,-0.48,0.63,5.81,0.49,0.23,-5.15,5.81,0.56,0.42,-27.98,5.81,0.5,-0.55,-1.31,5.81,0.47,0.25,1.66,5.81,0.49,0.16,4.35
,,,,,,,,,,,5.82,0.53,-1.16,-11.61,5.82,0.65,-0.23,-8.11,5.82,0.65,-0.05,-6.37,5.82,0.56,0.22,-8.88,5.82,0.44,-0.87,-2.01,5.82,0.46,-0.46,2.59,5.82,0.49,0.14,-5.77,5.82,0.56,0.2,-3.95,5.82,0.49,-0.55,-4.68,5.82,0.48,0.28,1.6,5.82,0.49,0.2,3.92
,,,,,,,,,,,5.83,0.52,-1.3,-9.65,5.83,0.65,-0.32,-8.79,5.83,0.65,-0.12,-6.97,5.83,0.56,0.02,-5.6,5.83,0.43,-0.97,-1.14,5.83,0.45,-0.42,2.59,5.83,0.49,0.11,-0.86,5.83,0.56,0.34,6,5.83,0.48,-0.64,-6.38,5.83,0.48,0.29,6.44,5.83,0.49,0.24,3.37
,,,,,,,,,,,5.84,0.51,-1.36,-5.11,5.84,0.65,-0.41,-8.01,5.84,0.65,-0.19,-6.46,5.84,0.56,0.1,-15.04,5.84,0.42,-0.89,17.83,5.84,0.45,-0.41,2.48,5.84,0.49,0.12,-0.61,5.84,0.56,0.32,6.51,5.84,0.48,-0.68,3.15,5.84,0.48,0.41,4.15,5.84,0.49,0.27,3.92
,,,,,,,,,,,5.85,0.49,-1.41,-9.78,5.85,0.64,-0.48,-6.48,5.85,0.65,-0.25,-6.46,5.85,0.56,-0.28,-15.47,5.85,0.41,-0.61,14.05,5.85,0.44,-0.37,3.51,5.85,0.49,0.1,-2.52,5.85,0.57,0.47,6.93,5.85,0.47,-0.58,6.09,5.85,0.49,0.37,-5.76,5.85,0.5,0.31,3.55
,,,,,,,,,,,5.86,0.48,-1.55,-9.29,5.86,0.64,-0.54,-6.48,5.86,0.64,-0.32,-6.63,5.86,0.55,-0.21,11.45,5.86,0.41,-0.61,-0.49,5.86,0.44,-0.34,2.86,5.86,0.49,0.07,-3.01,5.86,0.57,0.46,-22.05,5.86,0.47,-0.55,2.16,5.86,0.49,0.29,-0.97,5.86,0.5,0.34,2
,,,,,,,,,,,5.87,0.46,-1.59,3.22,5.87,0.63,-0.61,-6.64,5.87,0.64,-0.38,-5.77,5.87,0.56,-0.05,-3.67,5.87,0.4,-0.62,4.26,5.87,0.44,-0.32,4.69,5.87,0.49,0.04,-2.89,5.87,0.58,0.03,-15.96,5.87,0.46,-0.54,2.1,5.87,0.49,0.35,0.37,5.87,0.5,0.35,7.33
,,,,,,,,,,,5.88,0.45,-1.49,1.79,5.88,0.63,-0.67,-5.78,5.88,0.64,-0.43,-4.91,5.88,0.55,-0.28,-21.72,5.88,0.39,-0.53,5.15,5.88,0.43,-0.25,0.93,5.88,0.49,0.02,-3.81,5.88,0.57,0.14,15.42,5.88,0.45,-0.51,2.59,5.88,0.5,0.3,-2.82,5.88,0.51,0.49,1.95
,,,,,,,,,,,5.89,0.43,-1.56,-4.18,5.89,0.62,-0.72,-4.99,5.89,0.63,-0.48,-3.89,5.89,0.55,-0.48,-16.56,5.89,0.39,-0.52,-0.03,5.89,0.43,-0.3,3.5,5.89,0.49,-0.04,-5.23,5.89,0.58,0.34,-9.59,5.89,0.45,-0.49,2.48,5.89,0.5,0.29,-0.79,5.89,0.51,0.39,-12.45
,,,,,,,,,,,5.9,0.42,-1.57,14.3,5.9,0.61,-0.77,-3.47,5.9,0.63,-0.51,-3.81,5.9,0.54,-0.61,-0.2,5.9,0.38,-0.53,12.64,5.9,0.43,-0.18,12.25,5.9,0.49,-0.09,2.83,5.9,0.58,-0.05,-25.61,5.9,0.44,-0.46,3.34,5.9,0.5,0.29,-1.29,5.9,0.51,0.24,6.15
,,,,,,,,,,,5.91,0.4,-1.27,20.28,5.91,0.6,-0.79,-3.68,5.91,0.62,-0.55,-4.55,5.91,0.54,-0.49,5.79,5.91,0.38,-0.27,21.19,5.91,0.43,-0.05,-1.23,5.91,0.49,0.02,-1.23,5.91,0.58,-0.17,8.67,5.91,0.44,-0.42,4.32,5.91,0.51,0.27,-1.35,5.91,0.52,0.52,19.05
,,,,,,,,,,,5.92,0.39,-1.16,0.59,5.92,0.59,-0.84,-1.38,5.92,0.62,-0.6,-3.33,5.92,0.53,-0.49,-5.04,5.92,0.38,-0.1,7.7,5.92,0.43,-0.2,-3.27,5.92,0.49,-0.11,-13.53,5.92,0.58,0.12,16.39,5.92,0.44,-0.38,4.26,5.92,0.51,0.26,-0.6,5.92,0.52,0.62,-12
,,,,,,,,,,,5.93,0.38,-1.26,-1.37,5.93,0.59,-0.82,-8.03,5.93,0.61,-0.62,-1.37,5.93,0.53,-0.59,-6.58,5.93,0.38,-0.11,3.4,5.93,0.42,-0.12,10.75,5.93,0.49,-0.25,-2.22,5.93,0.58,0.16,-21.08,5.93,0.43,-0.33,4.64,5.93,0.51,0.26,-2.58,5.93,0.53,0.28,-12.5
,,,,,,,,,,,5.94,0.37,-1.19,8.63,5.94,0.58,-1.01,-1.41,5.94,0.6,-0.63,-0.86,5.94,0.52,-0.63,-2.72,5.94,0.38,-0.04,8.08,5.94,0.42,0.02,11.07,5.94,0.49,-0.16,2.52,5.94,0.58,-0.3,-14.8,5.94,0.43,-0.28,5.71,5.94,0.51,0.21,-2.7,5.94,0.53,0.37,15.53
,,,,,,,,,,,5.95,0.35,-1.09,4.21,5.95,0.57,-0.85,10.25,5.95,0.6,-0.64,-0.86,5.95,0.52,-0.64,-1.73,5.95,0.38,0.05,9.07,5.95,0.42,0.1,8.38,5.95,0.49,-0.2,-4.24,5.95,0.57,-0.14,7.24,5.95,0.43,-0.22,5.38,5.95,0.51,0.2,-1.59,5.95,0.54,0.59,3.95
,,,,,,,,,,,5.96,0.34,-1.11,4.82,5.96,0.56,-0.8,-5.39,5.96,0.59,-0.64,-0.86,5.96,0.51,-0.66,-1.79,5.96,0.38,0.15,8.68,5.96,0.43,0.18,6.87,5.96,0.49,-0.24,-1.48,5.96,0.58,-0.15,-15.35,5.96,0.43,-0.18,-0.74,5.96,0.52,0.18,-2.58,5.96,0.54,0.45,-10.17
,,,,,,,,,,,5.97,0.33,-0.99,18.95,5.97,0.55,-0.96,1.8,5.97,0.58,-0.65,-0.08,5.97,0.5,-0.68,-1.18,5.97,0.38,0.22,7.58,5.97,0.43,0.24,3.49,5.97,0.48,-0.23,0.18,5.97,0.57,-0.45,-3.72,5.97,0.42,-0.23,0.62,5.97,0.52,0.15,-1.4,5.97,0.55,0.38,-4.99
,,,,,,,,,,,5.98,0.32,-0.73,20.36,5.98,0.54,-0.76,8.2,5.98,0.58,-0.65,-6.17,5.98,0.5,-0.68,-1.86,5.98,0.38,0.3,9.54,5.98,0.43,0.25,-1.24,5.98,0.48,-0.24,-1.29,5.98,0.57,-0.23,16.06,5.98,0.42,-0.16,14.73,5.98,0.52,0.15,-11.1,5.98,0.55,0.35,-3.83
,,,,,,,,,,,5.99,0.32,-0.58,15.2,5.99,0.53,-0.79,1.3,5.99,0.57,-0.78,-5.19,5.99,0.49,-0.72,-4.8,5.99,0.38,0.41,4.76,5.99,0.43,0.21,1.6,5.99,0.48,-0.26,-1.35,5.99,0.57,-0.13,-0.76,5.99,0.42,0.06,15.03,5.99,0.52,-0.07,-6.92,5.99,0.55,0.31,1.73
,,,,,,,,,,,6,0.31,-0.42,14.24,6,0.53,-0.74,7.91,6,0.56,-0.75,17.77,6,0.48,-0.78,-1.76,6,0.39,0.39,-0.99,6,0.44,0.28,6.87,6,0.48,-0.27,-0.92,6,0.57,-0.24,-17.02,6,0.42,0.14,3.65,6,0.52,0.01,8.2,6,0.56,0.38,7.53
,,,,,,,,,,,6.01,0.31,-0.3,14.49,6.01,0.52,-0.64,7.25,6.01,0.56,-0.42,10.3,6.01,0.47,-0.75,5.56,6.01,0.39,0.39,8.08,6.01,0.44,0.35,3.22,6.01,0.47,-0.28,-0.55,6.01,0.56,-0.47,-17.55,6.01,0.42,0.13,1.51,6.01,0.52,0.09,-4.9,6.01,0.56,0.46,-12.95
,,,,,,,,,,,6.02,0.31,-0.14,10.89,6.02,0.51,-0.59,4.5,6.02,0.55,-0.54,-9.96,6.02,0.47,-0.67,6.35,6.02,0.4,0.55,13.34,6.02,0.44,0.35,1.12,6.02,0.47,-0.28,0.37,6.02,0.56,-0.59,-5.98,6.02,0.42,0.17,3.27,6.02,0.52,-0.09,-8.96,6.02,0.56,0.12,-11.26
,,,,,,,,,,,6.03,0.31,-0.08,13.89,6.03,0.51,-0.55,6.29,6.03,0.54,-0.62,5.61,6.03,0.46,-0.62,3.84,6.03,0.4,0.66,8.23,6.03,0.45,0.37,2.63,6.03,0.47,-0.27,0.92,6.03,0.55,-0.59,15.65,6.03,0.43,0.2,4.61,6.03,0.52,-0.09,6.88,6.03,0.56,0.23,2.63
,,,,,,,,,,,6.04,0.3,0.14,23.48,6.04,0.5,-0.47,7.77,6.04,0.54,-0.43,9.46,6.04,0.45,-0.59,4.32,6.04,0.41,0.72,11.23,6.04,0.45,0.4,2.2,6.04,0.46,-0.26,0.43,6.04,0.54,-0.28,18.33,6.04,0.43,0.26,5.85,6.04,0.52,0.05,8.83,6.04,0.57,0.18,-5.23
,,,,,,,,,,,6.05,0.31,0.39,15,6.05,0.5,-0.39,7.7,6.05,0.54,-0.43,2.78,6.05,0.45,-0.54,4.98,6.05,0.42,0.89,11.79,6.05,0.45,0.42,1.77,6.05,0.46,-0.26,0.26,6.05,0.54,-0.22,-8.27,6.05,0.43,0.32,3.48,6.05,0.52,0.09,-5.37,6.05,0.57,0.13,6.94
,,,,,,,,,,,6.06,0.31,0.44,9.53,6.06,0.5,-0.31,8.13,6.06,0.53,-0.38,7.89,6.06,0.44,-0.49,-1.12,6.06,0.43,0.96,-1.84,6.06,0.46,0.44,1.34,6.06,0.46,-0.25,1.72,6.06,0.54,-0.45,-12.8,6.06,0.43,0.33,2.84,6.06,0.52,-0.06,-11.56,6.06,0.57,0.31,-11.11
,,,,,,,,,,,6.07,0.32,0.58,13.26,6.07,0.49,-0.23,8.62,6.07,0.53,-0.27,7.1,6.07,0.44,-0.56,-0.65,6.07,0.44,0.85,-5.46,6.07,0.46,0.45,0.92,6.07,0.46,-0.22,1.89,6.07,0.53,-0.47,1.82,6.07,0.44,0.37,4.34,6.07,0.52,-0.14,-2.09,6.07,0.57,-0.09,-18.61
,,,,,,,,,,,6.08,0.32,0.71,13.37,6.08,0.49,-0.14,8.61,6.08,0.53,-0.23,5.34,6.08,0.43,-0.51,16.86,6.08,0.44,0.85,1.23,6.08,0.47,0.46,0.43,6.08,0.46,-0.22,0.32,6.08,0.53,-0.41,4.97,6.08,0.44,0.42,4.08,6.08,0.52,-0.1,-2.58,6.08,0.57,-0.06,11.75
,,,,,,,,,,,6.09,0.33,0.85,11.72,6.09,0.49,-0.06,8.54,6.09,0.52,-0.17,7.51,6.09,0.43,-0.22,18.84,6.09,0.45,0.87,2,6.09,0.47,0.45,0.31,6.09,0.45,-0.22,1.12,6.09,0.53,-0.37,0.14,6.09,0.45,0.45,2.25,6.09,0.52,-0.19,-2.97,6.09,0.57,0.14,-1.73
,,,,,,,,,,,6.1,0.34,0.94,14.14,6.1,0.49,0.03,9.03,6.1,0.52,-0.08,5.9,6.1,0.43,-0.13,-4.01,6.1,0.46,0.89,-0.25,6.1,0.48,0.46,1.59,6.1,0.45,-0.19,2.58,6.1,0.52,-0.41,-1.38,6.1,0.45,0.46,1.17,6.1,0.51,-0.16,0.13,6.1,0.57,-0.09,-23.71
,,,,,,,,,,,6.11,0.35,1.13,14.81,6.11,0.49,0.13,9.14,6.11,0.52,-0.05,7.67,6.11,0.43,-0.3,-0.73,6.11,0.47,0.87,-2.25,6.11,0.48,0.49,-0.99,6.11,0.45,-0.17,2.58,6.11,0.52,-0.4,2.46,6.11,0.46,0.48,2.14,6.11,0.51,-0.19,-1.06,6.11,0.57,-0.33,3.51
,,,,,,,,,,,6.12,0.36,1.24,3.52,6.12,0.49,0.21,8.28,6.12,0.52,0.07,1.13,6.12,0.42,-0.14,18.9,6.12,0.48,0.84,2.4,6.12,0.49,0.44,-0.11,6.12,0.45,-0.14,2.58,6.12,0.51,-0.36,3.45,6.12,0.46,0.5,2.26,6.12,0.51,-0.18,0.81,6.12,0.57,-0.02,9.64
,,,,,,,,,,,6.13,0.38,1.2,-7.59,6.13,0.49,0.29,7.29,6.13,0.52,-0.03,3.75,6.13,0.42,0.07,8.43,6.13,0.49,0.92,1.79,6.13,0.49,0.48,1.85,6.13,0.45,-0.12,2.58,6.13,0.51,-0.33,3.45,6.13,0.47,0.52,0.87,6.13,0.51,-0.17,-2.28,6.13,0.57,-0.14,-18.62
,,,,,,,,,,,6.14,0.39,1.09,2.33,6.14,0.5,0.36,7.22,6.14,0.52,0.14,19.37,6.14,0.42,0.02,-2.35,6.14,0.5,0.88,-8.92,6.14,0.5,0.48,-5.88,6.14,0.45,-0.09,2.58,6.14,0.51,-0.29,3.64,6.14,0.47,0.52,4.41,6.14,0.51,-0.23,-1.73,6.14,0.56,-0.39,-1.41
,,,,,,,,,,,6.15,0.4,1.25,18.49,6.15,0.5,0.44,7.84,6.15,0.53,0.36,6.92,6.15,0.42,0.03,2.38,6.15,0.51,0.74,-9.9,6.15,0.5,0.37,-7.42,6.15,0.44,-0.06,2.58,6.15,0.51,-0.26,2.53,6.15,0.48,0.61,4.69,6.15,0.51,-0.21,1.98,6.15,0.56,-0.17,14.86
,,,,,,,,,,,6.16,0.41,1.46,6.15,6.16,0.51,0.51,7.1,6.16,0.53,0.28,-0.72,6.16,0.42,0.07,11.98,6.16,0.51,0.68,-6.05,6.16,0.5,0.33,-3,6.16,0.44,-0.04,2.64,6.16,0.5,-0.24,-1.17,6.16,0.48,0.62,-5.52,6.16,0.5,-0.19,0.69,6.16,0.56,-0.1,-6.99
,,,,,,,,,,,6.17,0.43,1.37,-4.3,6.17,0.51,0.58,5.07,6.17,0.53,0.35,4.78,6.17,0.42,0.27,13.62,6.17,0.52,0.62,-5.43,6.17,0.51,0.31,-2.81,6.17,0.44,-0.01,2.09,6.17,0.5,-0.28,4.11,6.17,0.49,0.5,-6.6,6.17,0.5,-0.2,-5.48,6.17,0.56,-0.31,-17.81
,,,,,,,,,,,6.18,0.44,1.37,-0.12,6.18,0.52,0.62,5.3,6.18,0.54,0.38,4.02,6.18,0.43,0.34,3,6.18,0.52,0.57,-6.22,6.18,0.51,0.27,-4.29,6.18,0.44,0,2.52,6.18,0.5,-0.16,10.53,6.18,0.49,0.48,-1.52,6.18,0.5,-0.3,-0.14,6.18,0.55,-0.45,-2.13
,,,,,,,,,,,6.19,0.45,1.37,0.8,6.19,0.52,0.68,8.14,6.19,0.54,0.43,5.38,6.19,0.43,0.33,2.68,6.19,0.53,0.49,-7.71,6.19,0.51,0.22,-4.48,6.19,0.44,0.04,3.12,6.19,0.5,-0.07,-1.53,6.19,0.5,0.47,-2.94,6.19,0.5,-0.2,4.81,6.19,0.55,-0.35,4.57
,,,,,,,,,,,6.2,0.47,1.39,2.13,6.2,0.53,0.78,1.89,6.2,0.54,0.49,11.25,6.2,0.43,0.4,5.73,6.2,0.53,0.42,-7.78,6.2,0.51,0.18,-2.75,6.2,0.44,0.07,2.15,6.2,0.5,-0.19,-0.93,6.2,0.5,0.42,-3.49,6.2,0.49,-0.2,0.74,6.2,0.55,-0.36,-0.36
,,,,,,,,,,,6.21,0.48,1.41,-3.9,6.21,0.54,0.72,-1.14,6.21,0.55,0.65,2.72,6.21,0.44,0.44,4.28,6.21,0.54,0.34,-6.95,6.21,0.52,0.17,-4.47,6.21,0.45,0.08,2.15,6.21,0.49,-0.09,10.2,6.21,0.51,0.4,-2.81,6.21,0.49,-0.18,1.78,6.21,0.54,-0.36,-0.73
,,,,,,,,,,,6.22,0.5,1.31,-10.34,6.22,0.55,0.76,11.82,6.22,0.56,0.54,-10.67,6.22,0.44,0.48,4.28,6.22,0.54,0.28,-9.31,6.22,0.52,0.1,-6.83,6.22,0.45,0.11,2.15,6.22,0.49,0.02,8.17,6.22,0.51,0.37,-4.35,6.22,0.49,-0.16,1.29,6.22,0.54,-0.38,-0.93
,,,,,,,,,,,6.23,0.51,1.2,-9.35,6.23,0.55,0.96,1.64,6.23,0.56,0.44,9.82,6.23,0.45,0.53,4.34,6.23,0.54,0.15,-10.78,6.23,0.52,0.03,-4.13,6.23,0.45,0.13,2.09,6.23,0.49,0.07,4.73,6.23,0.51,0.31,-4.12,6.23,0.49,-0.16,1.23,6.23,0.54,-0.38,-7.09
,,,,,,,,,,,6.24,0.52,1.12,-9.17,6.24,0.57,0.79,-5.09,6.24,0.57,0.74,16.4,6.24,0.45,0.57,4.02,6.24,0.54,0.06,-8.26,6.24,0.52,0.01,-1.96,6.24,0.45,0.15,2.69,6.24,0.5,0.11,4.97,6.24,0.52,0.29,-0.77,6.24,0.49,-0.14,1.72,6.24,0.53,-0.52,-7.66
,,,,,,,,,,,6.25,0.53,1.02,-11.41,6.25,0.57,0.86,1.64,6.25,0.58,0.77,-5.36,6.25,0.46,0.61,2.5,6.25,0.55,-0.01,-0.13,6.25,0.52,-0.01,-2.99,6.25,0.45,0.18,1.77,6.25,0.5,0.17,2.75,6.25,0.52,0.3,-11.82,6.25,0.49,-0.12,1.78,6.25,0.53,-0.53,7.49
,,,,,,,,,,,6.26,0.54,0.89,-5.11,6.26,0.58,0.82,-5.04,6.26,0.58,0.63,-7.93,6.26,0.47,0.62,2.64,6.26,0.54,0.06,-6.63,6.26,0.52,-0.05,-6.52,6.26,0.45,0.19,1.23,6.26,0.5,0.17,4.29,6.26,0.52,0.05,-9.36,6.26,0.49,-0.1,1.23,6.26,0.52,-0.37,10.41
