Set,Set,Set,Set,Set,Set,Set,Set,Set,Set,Set,Run #1,Run #1,Run #1,Run #1,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #4,Run #4,Run #4,Run #4,Run #5,Run #5,Run #5,Run #5,Run #6,Run #6,Run #6,Run #6,Run #7,Run #7,Run #7,Run #7,Run #8,Run #8,Run #8,Run #8,Run #9,Run #9,Run #9,Run #9,Run #10,Run #10,Run #10,Run #10,Run #11,Run #11,Run #11,Run #11
τ (s),γ,Time of n oscillations (s),User Data 3 (units),Mass (Kg),error on mass (Kg),Diameter (cm),error on diameter (cm),volume (m^3),error on volume (m^3),Number of Oscillations,Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²)
0.6,1.2,4.23,,0.00604,1.00E-06,1.636,0.002,0.0096119,8.00E-06,7,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,
,,,,,,,,,,,4.94,0.37,1.89,-8.73,4.94,0.48,0.72,3.6,4.94,0.5,0.38,12.93,4.94,0.39,0.14,10.03,4.94,0.52,0.99,-9.34,4.94,0.51,0.49,-7.03,4.94,0.42,-0.1,3.61,4.94,0.48,-0.39,9.12,4.94,0.48,0.79,-1.53,4.94,0.5,-0.6,-7.42,4.94,0.57,-0.53,-16.13
,,,,,,,,,,,4.95,0.38,1.62,-5.85,4.95,0.48,0.74,5.37,4.95,0.5,0.46,9.06,4.95,0.4,0.25,9.38,4.95,0.53,0.86,-3.71,4.95,0.51,0.46,-4.47,4.95,0.42,-0.04,6.18,4.95,0.48,-0.35,5,4.95,0.49,0.76,-3.8,4.95,0.5,-0.64,3.19,4.95,0.56,-0.64,3.08
,,,,,,,,,,,4.96,0.4,1.77,19.96,4.96,0.49,0.82,7.02,4.96,0.51,0.57,9.33,4.96,0.4,0.33,0.95,4.96,0.53,0.92,2.27,4.96,0.52,0.4,-14.11,4.96,0.42,0.02,4.78,4.96,0.47,-0.29,6.46,4.96,0.49,0.72,2.65,4.96,0.49,-0.54,5.74,4.96,0.56,-0.47,7.22
,,,,,,,,,,,4.97,0.42,2.02,5.39,4.97,0.5,0.88,5.61,4.97,0.52,0.64,3.61,4.97,0.4,0.27,6.84,4.97,0.54,0.9,-24.54,4.97,0.52,0.18,-6.54,4.97,0.42,0.05,4.25,4.97,0.47,-0.22,6.52,4.97,0.5,0.81,3.85,4.97,0.49,-0.53,1.23,4.97,0.55,-0.5,-4.79
,,,,,,,,,,,4.98,0.44,1.88,-2.53,4.98,0.51,0.94,5.05,4.98,0.52,0.64,1.95,4.98,0.4,0.47,20.61,4.98,0.55,0.43,-21.17,4.98,0.52,0.27,9.46,4.98,0.42,0.11,4.94,4.98,0.47,-0.16,6.09,4.98,0.51,0.8,-8.19,4.98,0.48,-0.51,1.79,4.98,0.55,-0.56,-1.51
,,,,,,,,,,,4.99,0.46,1.97,3.48,4.99,0.52,0.99,5.81,4.99,0.53,0.68,3.35,4.99,0.41,0.68,8.94,4.99,0.55,0.48,9.01,4.99,0.53,0.37,-5.96,4.99,0.42,0.15,3.11,4.99,0.47,-0.1,5.54,4.99,0.52,0.65,-19.38,4.99,0.48,-0.49,1.24,4.99,0.54,-0.53,1.27
,,,,,,,,,,,5,0.48,1.95,-10.63,5,0.53,1.05,4.51,5,0.54,0.7,2.75,5,0.42,0.65,0.87,5,0.56,0.61,-18.34,5,0.53,0.15,-13.86,5,0.42,0.17,2.15,5,0.47,-0.05,5.85,5,0.52,0.41,-7.58,5,0.47,-0.49,1.44,5,0.54,-0.54,-9.24
,,,,,,,,,,,5.01,0.5,1.76,-14.85,5.01,0.54,1.08,-0.37,5.01,0.54,0.74,12.1,5.01,0.42,0.7,4.75,5.01,0.57,0.11,-22.17,5.01,0.53,0.09,-6.31,5.01,0.43,0.2,2.04,5.01,0.47,0.02,7.37,5.01,0.52,0.5,10.04,5.01,0.47,-0.46,3.82,5.01,0.53,-0.71,-3.35
,,,,,,,,,,,5.02,0.51,1.65,-8.03,5.02,0.55,1.04,-2.12,5.02,0.55,0.95,3.2,5.02,0.43,0.74,4.33,5.02,0.56,0.17,0.9,5.02,0.53,0.02,-7.24,5.02,0.43,0.21,2.19,5.02,0.47,0.09,7.05,5.02,0.53,0.61,-6.24,5.02,0.46,-0.41,4.49,5.02,0.52,-0.61,13.7
,,,,,,,,,,,5.03,0.53,1.6,-8.08,5.03,0.56,1.03,7.14,5.03,0.56,0.8,-5.38,5.03,0.44,0.78,3.22,5.03,0.57,0.13,-17.92,5.03,0.53,-0.06,-7.88,5.03,0.43,0.24,9.61,5.03,0.47,0.16,5.58,5.03,0.54,0.37,-14.19,5.03,0.46,-0.37,2.96,5.03,0.52,-0.44,2.8
,,,,,,,,,,,5.04,0.55,1.49,-6.54,5.04,0.57,1.19,7.5,5.04,0.57,0.84,-0.22,5.04,0.45,0.81,8.68,5.04,0.57,-0.19,-17.47,5.04,0.53,-0.14,-7.35,5.04,0.43,0.4,9.62,5.04,0.47,0.21,5.52,5.04,0.54,0.32,-14.55,5.04,0.45,-0.35,3.34,5.04,0.51,-0.55,-10.28
,,,,,,,,,,,5.05,0.56,1.47,-16.36,5.05,0.58,1.18,-8.84,5.05,0.58,0.8,-3.26,5.05,0.46,0.96,9.24,5.05,0.56,-0.22,-7.37,5.05,0.53,-0.2,-4.01,5.05,0.44,0.43,-3.38,5.05,0.47,0.27,6.07,5.05,0.54,0.08,-10.82,5.05,0.45,-0.31,4.2,5.05,0.51,-0.65,2.07
,,,,,,,,,,,5.06,0.58,1.16,-23.4,5.06,0.59,1.01,-10.68,5.06,0.58,0.77,8.79,5.06,0.47,0.99,-3.69,5.06,0.56,-0.34,0.45,5.06,0.52,-0.22,-2.49,5.06,0.44,0.33,-4.52,5.06,0.48,0.33,5.15,5.06,0.54,0.11,7.42,5.06,0.45,-0.27,5.11,5.06,0.5,-0.51,7.23
,,,,,,,,,,,5.07,0.58,1,-7.63,5.07,0.6,0.97,-4.54,5.07,0.59,0.97,0.32,5.07,0.48,0.88,-5.65,5.07,0.56,-0.21,-6.41,5.07,0.52,-0.25,-6.4,5.07,0.45,0.34,1.23,5.07,0.48,0.37,8.76,5.07,0.54,0.23,-3.7,5.07,0.45,-0.2,5.66,5.07,0.5,-0.5,-3.25
,,,,,,,,,,,5.08,0.6,1.01,-15,5.08,0.61,0.92,-5.39,5.08,0.6,0.78,-11.8,5.08,0.48,0.88,-1.22,5.08,0.56,-0.47,-28.3,5.08,0.52,-0.35,-7.35,5.08,0.45,0.36,1.83,5.08,0.48,0.5,8.37,5.08,0.55,0.03,-22.67,5.08,0.44,-0.15,5.11,5.08,0.49,-0.57,5.04
,,,,,,,,,,,5.09,0.6,0.7,-24.4,5.09,0.62,0.86,-6.17,5.09,0.61,0.74,-4.27,5.09,0.49,0.86,-1.58,5.09,0.55,-0.77,-9.11,5.09,0.52,-0.4,-3.95,5.09,0.45,0.38,0.91,5.09,0.49,0.54,-0.44,5.09,0.55,-0.22,-9.99,5.09,0.44,-0.1,5.65,5.09,0.49,-0.4,10.35
,,,,,,,,,,,5.1,0.61,0.52,-18.49,5.1,0.63,0.8,-7.53,5.1,0.62,0.69,-4.2,5.1,0.5,0.85,-2.57,5.1,0.54,-0.65,1.93,5.1,0.51,-0.42,-3.33,5.1,0.46,0.38,0.43,5.1,0.49,0.49,-0.73,5.1,0.54,-0.17,8.48,5.1,0.44,-0.04,5.27,5.1,0.48,-0.37,3.33
,,,,,,,,,,,5.11,0.61,0.33,-18.01,5.11,0.64,0.71,-8.55,5.11,0.62,0.65,-4.55,5.11,0.51,0.81,-2.49,5.11,0.54,-0.74,-9.15,5.11,0.51,-0.47,-4.5,5.11,0.46,0.39,0.54,5.11,0.5,0.52,1.65,5.11,0.54,-0.05,-5.17,5.11,0.44,0,4.24,5.11,0.48,-0.33,4.07
,,,,,,,,,,,5.12,0.62,0.16,-17.89,5.12,0.64,0.63,-8.47,5.12,0.63,0.6,-5.4,5.12,0.52,0.8,-3.39,5.12,0.53,-0.83,-8.92,5.12,0.5,-0.51,-2.6,5.12,0.46,0.39,-0.37,5.12,0.5,0.53,2.21,5.12,0.54,-0.27,-15.66,5.12,0.44,0.04,4.67,5.12,0.48,-0.28,5.97
,,,,,,,,,,,5.13,0.62,-0.03,-19.16,5.13,0.65,0.54,-8.91,5.13,0.64,0.55,-6.34,5.13,0.53,0.74,0.6,5.13,0.52,-0.91,-7.25,5.13,0.5,-0.52,-6.04,5.13,0.47,0.38,-0.8,5.13,0.51,0.57,1.97,5.13,0.54,-0.37,-8.53,5.13,0.44,0.1,5.27,5.13,0.47,-0.21,6.58
,,,,,,,,,,,5.14,0.62,-0.22,-17.82,5.14,0.66,0.45,-9.26,5.14,0.64,0.48,-6.85,5.14,0.53,0.81,-5.11,5.14,0.51,-0.98,-4.9,5.14,0.49,-0.63,-7.33,5.14,0.47,0.37,-1.17,5.14,0.52,0.57,-0.2,5.14,0.53,-0.44,-6.37,5.14,0.44,0.15,4.35,5.14,0.47,-0.15,5.6
,,,,,,,,,,,5.15,0.61,-0.38,-15.63,5.15,0.66,0.36,-10.21,5.15,0.65,0.41,-6.69,5.15,0.54,0.64,-19.49,5.15,0.5,-1.01,-3.3,5.15,0.48,-0.67,2.83,5.15,0.47,0.36,-2.14,5.15,0.52,0.56,1.42,5.15,0.53,-0.5,-3.89,5.15,0.45,0.18,3.75,5.15,0.47,-0.1,5.59
,,,,,,,,,,,5.16,0.61,-0.53,-23.61,5.16,0.66,0.24,-10.9,5.16,0.65,0.34,-7.72,5.16,0.55,0.42,-9.64,5.16,0.49,-1.04,-8.46,5.16,0.48,-0.58,4.86,5.16,0.48,0.33,-2.26,5.16,0.53,0.6,1.16,5.16,0.52,-0.52,-3.63,5.16,0.45,0.23,4.78,5.16,0.47,-0.04,5.59
,,,,,,,,,,,5.17,0.6,-0.85,-28.51,5.17,0.66,0.14,-9.8,5.17,0.65,0.25,-7.8,5.17,0.55,0.45,-0.96,5.17,0.48,-1.18,-7.98,5.17,0.47,-0.57,0.43,5.17,0.48,0.31,-1.35,5.17,0.53,0.59,-5.71,5.17,0.52,-0.57,-5.81,5.17,0.45,0.28,4.46,5.17,0.47,0.01,5.47
,,,,,,,,,,,5.18,0.59,-1.1,-1.68,5.18,0.67,0.05,-10.24,5.18,0.65,0.19,-7.14,5.18,0.55,0.4,-7.41,5.18,0.47,-1.2,4.09,5.18,0.47,-0.57,0.32,5.18,0.48,0.3,-0.8,5.18,0.54,0.48,5.51,5.18,0.51,-0.63,-4.27,5.18,0.45,0.31,3.06,5.18,0.47,0.07,6.56
,,,,,,,,,,,5.19,0.58,-0.89,-2.23,5.19,0.67,-0.07,-10.84,5.19,0.66,0.11,-8.08,5.19,0.56,0.3,0.65,5.19,0.45,-1.1,6.54,5.19,0.46,-0.56,1.24,5.19,0.49,0.29,-1.04,5.19,0.54,0.7,1.61,5.19,0.5,-0.65,-4.57,5.19,0.46,0.34,2.51,5.19,0.47,0.14,5.64
,,,,,,,,,,,5.2,0.57,-1.15,-28.42,5.2,0.66,-0.17,-10.5,5.2,0.66,0.03,-8.68,5.2,0.56,0.41,-4.06,5.2,0.44,-1.07,2.6,5.2,0.46,-0.54,1.78,5.2,0.49,0.28,-2.57,5.2,0.55,0.51,-12.92,5.2,0.5,-0.73,-6.73,5.2,0.46,0.36,3,5.2,0.47,0.18,5.15
,,,,,,,,,,,5.21,0.56,-1.46,-12.54,5.21,0.66,-0.28,-9.57,5.21,0.66,-0.06,-8.42,5.21,0.57,0.22,-27.39,5.21,0.43,-1.05,3.02,5.21,0.45,-0.53,1.08,5.21,0.49,0.24,-6.13,5.21,0.55,0.44,8.49,5.21,0.49,-0.79,-1.79,5.21,0.46,0.4,3.23,5.21,0.47,0.24,5.33
,,,,,,,,,,,5.22,0.54,-1.4,-2.95,5.22,0.66,-0.36,-9.06,5.22,0.65,-0.14,-6.81,5.22,0.56,-0.14,-4.62,5.22,0.42,-1.01,-1.8,5.22,0.45,-0.52,2.74,5.22,0.5,0.16,-5.4,5.22,0.56,0.68,-7.14,5.22,0.48,-0.76,2.22,5.22,0.47,0.43,1.28,5.22,0.48,0.29,3.8
,,,,,,,,,,,5.23,0.53,-1.52,-10.28,5.23,0.65,-0.46,-9.23,5.23,0.65,-0.2,-7.24,5.23,0.56,0.12,3.33,5.23,0.41,-1.08,6.07,5.23,0.44,-0.47,5.45,5.23,0.5,0.14,-3.13,5.23,0.57,0.29,-25.32,5.23,0.48,-0.74,1.67,5.23,0.47,0.43,1.17,5.23,0.48,0.32,4.29
,,,,,,,,,,,5.24,0.51,-1.6,-7.99,5.24,0.65,-0.55,-8.29,5.24,0.65,-0.29,-8,5.24,0.57,-0.07,-15.97,5.24,0.4,-0.89,19.45,5.24,0.44,-0.41,3.62,5.24,0.5,0.1,-6.27,5.24,0.57,0.18,7.67,5.24,0.47,-0.73,2.16,5.24,0.48,0.45,2.38,5.24,0.48,0.37,4.35
,,,,,,,,,,,5.25,0.5,-1.68,-10.74,5.25,0.64,-0.62,-8.02,5.25,0.65,-0.36,-6.55,5.25,0.56,-0.2,-2.54,5.25,0.39,-0.69,7.6,5.25,0.43,-0.4,-2.35,5.25,0.5,0.01,-1.29,5.25,0.57,0.45,16.03,5.25,0.46,-0.7,2.28,5.25,0.48,0.47,0.49,5.25,0.49,0.41,4.04
,,,,,,,,,,,5.26,0.48,-1.82,-9.74,5.26,0.64,-0.71,-6.65,5.26,0.64,-0.42,-6.12,5.26,0.56,-0.12,-7.15,5.26,0.39,-0.74,0.72,5.26,0.43,-0.46,2.7,5.26,0.5,0.07,3.27,5.26,0.58,0.5,-18.76,5.26,0.45,-0.68,1.13,5.26,0.49,0.46,-0.25,5.26,0.49,0.45,2
,,,,,,,,,,,5.27,0.46,-1.87,2.56,5.27,0.63,-0.76,-5.63,5.27,0.64,-0.48,-5.69,5.27,0.56,-0.34,-23.04,5.27,0.38,-0.68,6.26,5.27,0.42,-0.35,9.59,5.27,0.5,0.08,-5.34,5.27,0.58,0.07,-16.69,5.27,0.45,-0.68,2.21,5.27,0.49,0.47,1.59,5.27,0.5,0.45,7.01
,,,,,,,,,,,5.28,0.44,-1.77,2.28,5.28,0.62,-0.82,-5.86,5.28,0.63,-0.53,-5.26,5.28,0.56,-0.58,-7.45,5.28,0.37,-0.61,8.46,5.28,0.42,-0.27,8.99,5.28,0.5,-0.04,-7.37,5.28,0.58,0.16,6.76,5.28,0.44,-0.64,6.37,5.28,0.5,0.49,3.14,5.28,0.5,0.59,3.37
,,,,,,,,,,,5.29,0.42,-1.82,5.08,5.29,0.61,-0.87,-3.22,5.29,0.63,-0.59,-4.91,5.29,0.55,-0.49,4.83,5.29,0.37,-0.51,10.36,5.29,0.42,-0.17,6.48,5.29,0.5,-0.07,-6.76,5.29,0.58,0.21,-14.13,5.29,0.43,-0.55,-0.3,5.29,0.5,0.53,-0.53,5.29,0.51,0.51,-4.22
,,,,,,,,,,,5.3,0.41,-1.67,15.44,5.3,0.6,-0.88,-11.02,5.3,0.62,-0.63,-3.97,5.3,0.55,-0.48,-12.25,5.3,0.36,-0.41,10.27,5.3,0.42,-0.14,-2.6,5.3,0.5,-0.17,-8.8,5.3,0.58,-0.12,-11.78,5.3,0.43,-0.64,-3.56,5.3,0.51,0.48,-6.69,5.3,0.51,0.51,5.86
,,,,,,,,,,,5.31,0.39,-1.52,5.37,5.31,0.6,-1.09,-12.4,5.31,0.62,-0.67,-3.61,5.31,0.54,-0.73,-9.14,5.31,0.36,-0.31,11.16,5.31,0.41,-0.22,4.76,5.31,0.5,-0.25,-0.81,5.31,0.58,-0.03,13.23,5.31,0.42,-0.62,17.29,5.31,0.51,0.4,-5.16,5.31,0.52,0.63,0.93
,,,,,,,,,,,5.32,0.38,-1.56,-0.33,5.32,0.58,-1.13,7.18,5.32,0.61,-0.7,-2.82,5.32,0.53,-0.67,1.66,5.32,0.36,-0.18,11.72,5.32,0.41,-0.04,13.15,5.32,0.49,-0.19,2.95,5.32,0.58,0.15,-5.86,5.32,0.42,-0.3,19.58,5.32,0.51,0.38,-1.58,5.32,0.52,0.53,-3.11
,,,,,,,,,,,5.33,0.36,-1.52,2.47,5.33,0.57,-0.95,8.77,5.33,0.6,-0.72,-1.37,5.33,0.53,-0.7,-4.45,5.33,0.36,-0.07,10.76,5.33,0.41,0.05,7.29,5.33,0.49,-0.19,-3.32,5.33,0.58,-0.14,-14.59,5.33,0.42,-0.23,-6.22,5.33,0.52,0.37,-2.38,5.33,0.53,0.57,-2.09
,,,,,,,,,,,5.34,0.35,-1.51,8.25,5.34,0.56,-0.96,5.93,5.34,0.59,-0.73,-0.21,5.34,0.52,-0.76,-3.78,5.34,0.36,0.03,10.79,5.34,0.41,0.1,2.81,5.34,0.49,-0.25,-4.8,5.34,0.58,-0.15,-1.14,5.34,0.41,-0.42,-6.31,5.34,0.52,0.33,-3.99,5.34,0.53,0.49,-3.03
,,,,,,,,,,,5.35,0.33,-1.36,18.63,5.35,0.55,-0.83,2.03,5.35,0.59,-0.73,-4.6,5.35,0.51,-0.77,-1.3,5.35,0.36,0.14,10.31,5.35,0.42,0.1,8.38,5.35,0.49,-0.29,-0.92,5.35,0.58,-0.17,-15.58,5.35,0.41,-0.36,12.44,5.35,0.52,0.29,-3,5.35,0.54,0.51,1.11
,,,,,,,,,,,5.36,0.32,-1.14,14.1,5.36,0.55,-0.91,-11.38,5.36,0.58,-0.82,-7.13,5.36,0.5,-0.78,-1.3,5.36,0.36,0.24,10.25,5.36,0.42,0.27,12.08,5.36,0.48,-0.27,-0.19,5.36,0.57,-0.46,-7.84,5.36,0.4,-0.17,13.28,5.36,0.53,0.27,-2.74,5.36,0.55,0.51,-4.14
,,,,,,,,,,,5.37,0.31,-1.08,11.32,5.37,0.54,-1.06,1.17,5.37,0.57,-0.87,2.74,5.37,0.49,-0.8,-1.42,5.37,0.36,0.35,10.85,5.37,0.42,0.34,-4.83,5.37,0.48,-0.29,-2.21,5.37,0.57,-0.32,5.4,5.37,0.4,-0.09,10.35,5.37,0.53,0.23,-4.86,5.37,0.55,0.43,-3.38
,,,,,,,,,,,5.38,0.3,-0.91,21.67,5.38,0.53,-0.89,12.61,5.38,0.56,-0.77,8.28,5.38,0.49,-0.81,-0.02,5.38,0.37,0.45,9.51,5.38,0.42,0.17,-1.64,5.38,0.48,-0.32,-1.9,5.38,0.57,-0.35,0.23,5.38,0.4,0.03,6.58,5.38,0.53,0.18,-3.86,5.38,0.55,0.44,6.28
,,,,,,,,,,,5.39,0.29,-0.64,21.49,5.39,0.52,-0.81,5.64,5.39,0.56,-0.7,4.9,5.39,0.48,-0.8,-3.62,5.39,0.37,0.54,8.75,5.39,0.42,0.31,14.31,5.39,0.47,-0.33,-0.43,5.39,0.56,-0.32,7.12,5.39,0.4,0.04,0.63,5.39,0.53,0.15,-3.6,5.39,0.56,0.55,3.46
,,,,,,,,,,,5.4,0.28,-0.48,17.62,5.4,0.51,-0.78,5.37,5.4,0.55,-0.67,3.76,5.4,0.47,-0.88,-3.44,5.4,0.38,0.63,7.57,5.4,0.43,0.46,5.78,5.4,0.47,-0.33,-0.43,5.4,0.56,-0.21,-8.85,5.4,0.4,0.05,6.57,5.4,0.53,0.1,-5.65,5.4,0.56,0.51,-10.87
,,,,,,,,,,,5.41,0.28,-0.29,18.64,5.41,0.5,-0.7,7.36,5.41,0.54,-0.63,5.68,5.41,0.46,-0.87,7.17,5.41,0.38,0.69,0.26,5.41,0.43,0.43,-0.32,5.41,0.47,-0.34,-0.49,5.41,0.56,-0.5,-19.39,5.41,0.4,0.17,9.8,5.41,0.54,0.04,-5.56,5.41,0.57,0.33,-21.44
,,,,,,,,,,,5.42,0.28,-0.11,17.28,5.42,0.5,-0.63,7.17,5.42,0.54,-0.56,-2.32,5.42,0.45,-0.74,9.17,5.42,0.39,0.63,0.52,5.42,0.44,0.45,2.63,5.42,0.46,-0.34,-6.08E-13,5.42,0.55,-0.6,2.07,5.42,0.41,0.24,6.33,5.42,0.54,-0.01,-2.38,5.42,0.57,0.08,-4.63
,,,,,,,,,,,5.43,0.28,0.06,16.33,5.43,0.49,-0.56,8.88,5.43,0.53,-0.67,3.55,5.43,0.45,-0.69,4.92,5.43,0.4,0.7,12.03,5.43,0.44,0.48,2.2,5.43,0.46,-0.34,-0.17,5.43,0.55,-0.46,3.36,5.43,0.41,0.3,7.5,5.43,0.54,-0.01,-3.47,5.43,0.57,0.24,5.36
,,,,,,,,,,,5.44,0.28,0.22,16.27,5.44,0.48,-0.45,7.21,5.44,0.52,-0.49,20.99,5.44,0.44,-0.64,3.14,5.44,0.4,0.88,11.66,5.44,0.45,0.5,1.71,5.44,0.46,-0.34,1.18,5.44,0.54,-0.53,-2.7,5.44,0.41,0.39,5.72,5.44,0.54,-0.08,-6.92,5.44,0.58,0.19,-6.53
,,,,,,,,,,,5.45,0.28,0.38,16.75,5.45,0.48,-0.41,4.15,5.45,0.52,-0.26,6.61,5.45,0.43,-0.62,5.67,5.45,0.41,0.94,10.58,5.45,0.45,0.51,1.83,5.45,0.45,-0.31,2.21,5.45,0.54,-0.51,1.5,5.45,0.42,0.41,3.49,5.45,0.53,-0.14,-3.38,5.45,0.57,0.11,4.39
,,,,,,,,,,,5.46,0.29,0.55,16.25,5.46,0.48,-0.37,8.28,5.46,0.52,-0.35,-2.28,5.46,0.43,-0.53,9.49,5.46,0.42,1.09,9.02,5.46,0.46,0.53,0.91,5.46,0.45,-0.29,1.72,5.46,0.53,-0.5,0,5.46,0.42,0.46,10.99,5.46,0.53,-0.14,-3.74,5.46,0.58,0.28,-3.43
,,,,,,,,,,,5.47,0.29,0.71,15.97,5.47,0.47,-0.25,14.82,5.47,0.51,-0.3,8.49,5.47,0.42,-0.43,5.83,5.47,0.44,1.12,-2.9,5.47,0.46,0.53,0.43,5.47,0.45,-0.28,1.78,5.47,0.53,-0.51,-0.2,5.47,0.43,0.63,9.85,5.47,0.53,-0.22,-5.27,5.47,0.58,0.04,-15.61
,,,,,,,,,,,5.48,0.3,0.87,19.53,5.48,0.47,-0.07,13.93,5.48,0.51,-0.18,9.86,5.48,0.42,-0.41,3.98,5.48,0.45,1.03,-4.62,5.48,0.47,0.54,0.43,5.48,0.45,-0.26,1.18,5.48,0.52,-0.5,1.23,5.48,0.43,0.66,-1.78,5.48,0.53,-0.25,-1.23,5.48,0.58,-0.04,-16.71
,,,,,,,,,,,5.49,0.31,1.1,16.47,5.49,0.47,0.03,8.85,5.49,0.51,-0.1,6.89,5.49,0.41,-0.35,2.11,5.49,0.46,1.02,2.02,5.49,0.47,0.54,0.61,5.49,0.44,-0.25,2.04,5.49,0.52,-0.48,1.6,5.49,0.44,0.6,-1.72,5.49,0.53,-0.24,-1.53,5.49,0.58,-0.29,-3.39
,,,,,,,,,,,5.5,0.32,1.2,8.03,5.5,0.47,0.1,10.31,5.5,0.51,-0.05,6.94,5.5,0.41,-0.37,10.1,5.5,0.47,1.07,3.95,5.5,0.48,0.55,-0.56,5.5,0.44,-0.22,3.07,5.5,0.51,-0.47,2.65,5.5,0.45,0.62,2.19,5.5,0.52,-0.28,-2.95,5.5,0.57,-0.1,8.31
,,,,,,,,,,,5.51,0.33,1.26,8.07,5.51,0.47,0.24,10.06,5.51,0.51,0.04,6.38,5.51,0.41,-0.15,17.83,5.51,0.48,1.1,-3.12,5.51,0.49,0.53,-3.62,5.51,0.44,-0.19,2.48,5.51,0.51,-0.43,2.16,5.51,0.45,0.64,1.77,5.51,0.52,-0.3,-3.45,5.51,0.58,-0.13,-15.42
,,,,,,,,,,,5.52,0.35,1.36,13.79,5.52,0.48,0.3,11.83,5.52,0.51,0.08,6.49,5.52,0.41,-0.01,4.13,5.52,0.49,1.01,-9.39,5.52,0.49,0.48,1.3,5.52,0.44,-0.17,3.44,5.52,0.5,-0.43,1.91,5.52,0.46,0.66,1.4,5.52,0.52,-0.35,-3.64,5.52,0.57,-0.41,-5.45
,,,,,,,,,,,5.53,0.36,1.53,4.47,5.53,0.48,0.48,14.49,5.53,0.51,0.17,9.64,5.53,0.41,-0.07,0.8,5.53,0.5,0.91,-6.28,5.53,0.49,0.55,2.53,5.53,0.44,-0.12,4.26,5.53,0.5,-0.39,3.76,5.53,0.47,0.67,0.37,5.53,0.51,-0.38,-2.41,5.53,0.57,-0.24,7.59
,,,,,,,,,,,5.54,0.38,1.45,-8.1,5.54,0.49,0.59,4.94,5.54,0.51,0.27,8.93,5.54,0.41,0,9.25,5.54,0.51,0.88,-3.39,5.54,0.5,0.53,-7.23,5.54,0.43,-0.08,-3.12,5.54,0.5,-0.35,4.74,5.54,0.47,0.67,0.56,5.54,0.51,-0.4,-0.31,5.54,0.57,-0.26,-6.25
,,,,,,,,,,,5.55,0.39,1.37,2.97,5.55,0.49,0.57,2.32,5.55,0.52,0.34,2.67,5.55,0.41,0.12,11.58,5.55,0.51,0.85,-7.37,5.55,0.51,0.41,-8.28,5.55,0.43,-0.19,-3.67,5.55,0.49,-0.3,5.41,5.55,0.48,0.68,3.3,5.55,0.51,-0.38,-0.85,5.55,0.56,-0.36,-8.6
,,,,,,,,,,,5.56,0.41,1.51,16.1,5.56,0.5,0.64,8.02,5.56,0.52,0.33,4.43,5.56,0.41,0.24,7.88,5.56,0.52,0.73,-2.38,5.56,0.51,0.37,-3.66,5.56,0.43,-0.16,10.05,5.56,0.49,-0.24,-0.17,5.56,0.49,0.73,1.78,5.56,0.5,-0.41,-4.75,5.56,0.56,-0.43,-3.42
,,,,,,,,,,,5.57,0.42,1.69,10.7,5.57,0.5,0.73,5.67,5.57,0.52,0.43,10.51,5.57,0.41,0.27,6.02,5.57,0.53,0.8,-9.27,5.57,0.51,0.34,-5.08,5.57,0.43,0.02,8.98,5.57,0.49,-0.3,0.14,5.57,0.49,0.72,-5.25,5.57,0.5,-0.48,-1.92,5.57,0.55,-0.43,3
,,,,,,,,,,,5.58,0.44,1.73,-5.39,5.58,0.51,0.75,4.51,5.58,0.53,0.54,5.82,5.58,0.41,0.36,9.59,5.58,0.54,0.55,-16,5.58,0.52,0.26,-5.71,5.58,0.43,0.02,5.75,5.58,0.48,-0.24,9.77,5.58,0.5,0.63,-8.01,5.58,0.49,-0.45,2.96,5.58,0.55,-0.37,0.82
,,,,,,,,,,,5.59,0.46,1.59,-3.79,5.59,0.52,0.82,6.44,5.59,0.53,0.55,3.72,5.59,0.42,0.47,12.53,5.59,0.54,0.48,3.56,5.59,0.52,0.22,-4.72,5.59,0.43,0.13,4.56,5.59,0.48,-0.11,7.74,5.59,0.51,0.56,-5.04,5.59,0.49,-0.42,3.51,5.59,0.55,-0.41,-5.65
,,,,,,,,,,,5.6,0.47,1.65,1.52,5.6,0.53,0.88,2.09,5.6,0.54,0.61,4.84,5.6,0.42,0.61,8.61,5.6,0.55,0.62,-14.53,5.6,0.52,0.17,-4.85,5.6,0.43,0.11,2.21,5.6,0.48,-0.09,3.94,5.6,0.51,0.53,-9.59,5.6,0.48,-0.38,3.08,5.6,0.54,-0.48,-1.7
